video_id,middle_frame_timestamp,x1,y1,x2,y2,action_id
GBXK_SyfisM,1692,0.237,0.292,0.488,0.78,64
GBXK_SyfisM,1701,0.276,0.248,0.47,0.722,64
GBXK_SyfisM,1702,0.613,0.428,0.827,0.777,64
GBXK_SyfisM,1703,0.288,0.23,0.991,0.79,64
GBXK_SyfisM,1706,0.175,0.425,0.327,0.707,64
GBXK_SyfisM,1709,0.115,0.317,0.335,0.761,64
GBXK_SyfisM,1712,0.159,0.295,0.506,0.773,64
GBXK_SyfisM,1714,0.04,0.422,0.467,0.788,64
GBXK_SyfisM,1715,0.475,0.307,0.664,0.722,64
GBXK_SyfisM,1716,0.448,0.333,0.641,0.693,64
GBXK_SyfisM,1720,0.279,0.213,0.822,0.781,64
GBXK_SyfisM,1791,0.109,0.254,0.692,0.781,64
GBXK_SyfisM,1793,0.333,0.496,0.415,0.72,66
GBXK_SyfisM,1794,0.38,0.487,0.452,0.677,66
GBXK_SyfisM,1794,0.437,0.476,0.508,0.708,66
GBXK_SyfisM,1795,0.162,0.367,0.4,0.773,66
GBXK_SyfisM,1795,0.671,0.321,0.915,0.779,66
GBXK_SyfisM,1796,0.078,0.353,0.436,0.777,66
GBXK_SyfisM,1796,0.709,0.277,0.966,0.789,66
GBXK_SyfisM,1797,0.59,0.327,0.872,0.78,66
GBXK_SyfisM,1798,0.574,0.31,0.941,0.785,66
Gfdg_GcaNe8,1010,0.15,0.137,0.471,0.989,66
Gfdg_GcaNe8,1019,0.222,0.233,0.422,0.812,64
Gfdg_GcaNe8,1019,0.579,0.139,0.853,0.589,64
Gfdg_GcaNe8,1023,0.152,0.041,0.73,1.0,64
Gfdg_GcaNe8,1030,0.509,0.139,0.702,0.569,64
Gfdg_GcaNe8,1031,0.517,0.285,0.638,0.644,64
Gfdg_GcaNe8,1032,0.54,0.302,0.651,0.618,64
Gfdg_GcaNe8,1094,0.173,0.098,0.616,0.931,64
Gfdg_GcaNe8,1097,0.248,0.001,0.619,0.975,64
Gfdg_GcaNe8,1101,0.266,0.18,0.752,0.925,64
Gfdg_GcaNe8,1104,0.13,0.008,0.591,0.973,64
Gfdg_GcaNe8,1105,0.146,0.006,0.567,0.979,64
Gfdg_GcaNe8,1105,0.387,0.011,0.863,0.948,64
Gfdg_GcaNe8,1106,0.124,0.059,0.529,0.993,64
Gfdg_GcaNe8,1106,0.424,0.008,0.878,0.974,64
Gfdg_GcaNe8,1107,0.147,0.017,0.639,0.97,64
Gfdg_GcaNe8,1107,0.468,0.0,0.871,0.984,64
Gfdg_GcaNe8,1108,0.212,0.004,0.662,0.996,64
Gfdg_GcaNe8,1109,0.39,0.005,0.871,0.976,64
Gfdg_GcaNe8,1126,0.614,0.353,0.86,1.0,64
Gfdg_GcaNe8,1173,0.659,0.655,0.704,0.902,64
Gfdg_GcaNe8,1175,0.386,0.503,0.485,0.856,64
Gfdg_GcaNe8,1175,0.462,0.498,0.564,0.755,64
Gfdg_GcaNe8,1176,0.248,0.031,0.375,0.437,64
Gfdg_GcaNe8,1177,0.426,0.138,0.737,0.956,64
Gfdg_GcaNe8,1184,0.158,0.161,0.494,0.944,64
Gfdg_GcaNe8,1189,0.458,0.252,0.571,0.703,64
Gfdg_GcaNe8,1193,0.521,0.106,0.73,0.814,64
Gfdg_GcaNe8,1194,0.419,0.335,0.533,0.825,64
Gfdg_GcaNe8,1199,0.307,0.022,0.65,0.949,64
Gfdg_GcaNe8,1199,0.699,0.046,0.878,1.0,64
Gfdg_GcaNe8,1200,0.122,0.007,0.543,0.988,64
Gfdg_GcaNe8,1201,0.123,0.02,0.264,1.0,66
Gfdg_GcaNe8,1206,0.124,0.017,0.288,0.966,66
Gfdg_GcaNe8,1209,0.731,0.089,0.877,0.874,64
Gfdg_GcaNe8,1302,0.181,0.252,0.579,0.998,64
Gfdg_GcaNe8,1302,0.181,0.252,0.579,0.998,66
Gfdg_GcaNe8,1303,0.421,0.0,0.863,1.0,64
Gfdg_GcaNe8,1303,0.421,0.0,0.863,1.0,66
Gfdg_GcaNe8,1304,0.419,0.0,0.874,1.0,66
Gfdg_GcaNe8,1640,0.138,0.542,0.262,0.904,66
GozLjpMNADg,902,0.676,0.134,0.925,0.995,66
GozLjpMNADg,903,0.66,0.089,0.932,1.0,66
GozLjpMNADg,905,0.417,0.115,0.755,0.758,76
GozLjpMNADg,906,0.018,0.301,0.159,0.88,64
GozLjpMNADg,951,0.016,0.338,0.685,0.981,64
GozLjpMNADg,973,0.292,0.24,0.557,0.928,76
GozLjpMNADg,974,0.0,0.298,0.366,0.992,76
GozLjpMNADg,974,0.276,0.253,0.584,0.991,76
GozLjpMNADg,1097,0.453,0.0,0.995,0.845,66
GozLjpMNADg,1401,0.268,0.157,0.405,0.595,66
GozLjpMNADg,1402,0.278,0.28,0.434,0.706,76
GozLjpMNADg,1514,0.045,0.34,0.766,1.0,66
GozLjpMNADg,1619,0.137,0.0,0.477,0.904,64
GozLjpMNADg,1620,0.204,0.054,0.985,1.0,64
GozLjpMNADg,1622,0.381,0.049,0.734,0.984,64
GozLjpMNADg,1622,0.703,0.38,0.969,0.971,64
GozLjpMNADg,1624,0.377,0.169,0.624,0.963,64
GozLjpMNADg,1625,0.323,0.016,0.655,0.887,71
GozLjpMNADg,1634,0.439,0.249,0.55,0.853,64
GozLjpMNADg,1635,0.224,0.241,0.318,0.705,71
GozLjpMNADg,1635,0.344,0.322,0.457,0.697,64
GozLjpMNADg,1635,0.571,0.287,0.755,0.848,76
GozLjpMNADg,1636,0.457,0.251,0.541,0.774,64
GozLjpMNADg,1637,0.453,0.278,0.569,0.631,64
GozLjpMNADg,1639,0.445,0.262,0.974,0.983,66
GozLjpMNADg,1643,0.218,0.07,0.327,0.599,66
GozLjpMNADg,1646,0.156,0.058,0.287,0.709,66
GozLjpMNADg,1647,0.152,0.07,0.259,0.736,66
GozLjpMNADg,1648,0.145,0.065,0.253,0.775,66
GozLjpMNADg,1649,0.143,0.046,0.246,0.803,66
GozLjpMNADg,1651,0.128,0.068,0.29,0.95,66
GozLjpMNADg,1652,0.132,0.062,0.28,0.99,66
GozLjpMNADg,1653,0.546,0.007,0.996,0.995,66
GozLjpMNADg,1695,0.0,0.083,0.453,0.932,64
GozLjpMNADg,1695,0.0,0.083,0.453,0.932,76
GozLjpMNADg,1720,0.15,0.38,0.275,0.891,76
GozLjpMNADg,1727,0.0,0.002,0.724,0.988,64
GozLjpMNADg,1727,0.185,0.033,1.0,0.975,64
GozLjpMNADg,1727,0.185,0.033,1.0,0.975,66
GozLjpMNADg,1728,0.053,0.069,0.835,1.0,64
GozLjpMNADg,1728,0.053,0.069,0.835,1.0,66
GozLjpMNADg,1729,0.107,0.3,0.983,0.995,64
GozLjpMNADg,1730,0.0,0.011,0.822,0.976,64
GozLjpMNADg,1730,0.0,0.011,0.822,0.976,76
Gt61_Yekkgc,1144,0.605,0.19,0.821,0.872,64
Gt61_Yekkgc,1145,0.503,0.12,0.878,0.906,64
Gt61_Yekkgc,1146,0.418,0.182,1.0,0.912,64
Gt61_Yekkgc,1147,0.011,0.415,0.313,0.907,64
Gt61_Yekkgc,1147,0.302,0.189,0.567,0.91,64
Gt61_Yekkgc,1147,0.731,0.429,0.935,0.906,64
Gt61_Yekkgc,1148,0.052,0.351,0.266,0.874,64
Gt61_Yekkgc,1148,0.217,0.302,0.323,0.836,64
Gt61_Yekkgc,1148,0.278,0.315,0.449,0.882,64
Gt61_Yekkgc,1152,0.141,0.452,0.343,0.882,64
Gt61_Yekkgc,1152,0.307,0.284,0.514,0.907,64
Gt61_Yekkgc,1153,0.355,0.128,0.961,0.919,64
Gt61_Yekkgc,1156,0.036,0.225,0.506,0.867,71
Gt61_Yekkgc,1156,0.237,0.275,0.521,0.894,64
Gt61_Yekkgc,1198,0.239,0.194,0.498,0.902,64
Gt61_Yekkgc,1198,0.464,0.259,0.636,0.898,64
Gt61_Yekkgc,1199,0.012,0.079,0.47,0.924,64
Gt61_Yekkgc,1200,0.0,0.394,0.318,0.908,64
Gt61_Yekkgc,1201,0.0,0.238,0.269,0.905,64
Gt61_Yekkgc,1201,0.437,0.389,0.713,0.906,64
Gt61_Yekkgc,1201,0.826,0.091,1.0,0.896,64
Gt61_Yekkgc,1202,0.694,0.63,0.887,0.905,64
Gt61_Yekkgc,1203,0.644,0.614,0.89,0.908,64
Gt61_Yekkgc,1204,0.002,0.078,0.32,0.936,64
Gt61_Yekkgc,1204,0.422,0.139,0.964,0.881,64
Gt61_Yekkgc,1204,0.422,0.139,0.964,0.881,71
Gt61_Yekkgc,1205,0.307,0.298,0.58,0.864,64
Gt61_Yekkgc,1205,0.307,0.298,0.58,0.864,71
Gt61_Yekkgc,1205,0.504,0.311,0.89,0.908,64
Gt61_Yekkgc,1206,0.198,0.356,0.428,0.903,64
Gt61_Yekkgc,1206,0.198,0.356,0.428,0.903,71
Gt61_Yekkgc,1206,0.44,0.115,0.733,0.881,64
Gt61_Yekkgc,1207,0.514,0.14,0.836,0.861,64
Gt61_Yekkgc,1210,0.629,0.17,0.831,0.699,64
Gt61_Yekkgc,1211,0.024,0.108,0.474,0.893,64
Gt61_Yekkgc,1211,0.459,0.282,0.834,0.914,64
Gt61_Yekkgc,1212,0.079,0.121,0.397,0.916,64
Gt61_Yekkgc,1213,0.115,0.285,0.319,0.892,64
Gt61_Yekkgc,1213,0.211,0.113,0.898,0.878,64
Gt61_Yekkgc,1214,0.214,0.295,0.564,0.901,64
Gt61_Yekkgc,1215,0.015,0.095,0.442,0.909,64
Gt61_Yekkgc,1215,0.558,0.225,0.877,0.904,64
Gt61_Yekkgc,1216,0.013,0.153,0.469,0.912,64
Gt61_Yekkgc,1216,0.346,0.143,0.867,0.904,64
Gt61_Yekkgc,1217,0.31,0.182,0.936,0.921,64
Gt61_Yekkgc,1218,0.507,0.252,0.793,0.909,64
Gt61_Yekkgc,1219,0.33,0.595,0.524,0.901,64
Gt61_Yekkgc,1226,0.707,0.259,0.971,0.895,64
Gt61_Yekkgc,1227,0.697,0.099,1.0,0.927,64
Gt61_Yekkgc,1228,0.103,0.331,0.311,0.907,64
Gt61_Yekkgc,1228,0.522,0.072,0.965,0.903,64
Gt61_Yekkgc,1229,0.145,0.144,0.584,0.904,64
Gt61_Yekkgc,1229,0.572,0.43,0.793,0.911,64
Gt61_Yekkgc,1230,0.067,0.097,0.541,0.939,64
Gt61_Yekkgc,1230,0.399,0.313,0.565,0.878,64
Gt61_Yekkgc,1230,0.519,0.305,0.752,0.905,64
Gt61_Yekkgc,1231,0.452,0.139,0.972,0.925,64
Gt61_Yekkgc,1236,0.125,0.218,0.403,0.835,64
Gt61_Yekkgc,1237,0.039,0.296,0.414,0.81,64
Gt61_Yekkgc,1237,0.423,0.317,0.704,0.854,64
Gt61_Yekkgc,1238,0.377,0.556,0.772,0.924,64
Gt61_Yekkgc,1239,0.119,0.174,0.705,0.885,71
Gt61_Yekkgc,1243,0.078,0.221,0.212,0.911,66
Gt61_Yekkgc,1253,0.059,0.261,0.414,0.917,76
Gt61_Yekkgc,1415,0.229,0.221,0.714,0.913,64
Gt61_Yekkgc,1472,0.258,0.152,0.461,0.641,64
Gt61_Yekkgc,1472,0.365,0.224,0.928,0.925,64
Gt61_Yekkgc,1473,0.046,0.063,0.449,0.919,64
Gt61_Yekkgc,1474,0.136,0.243,0.313,0.907,64
Gt61_Yekkgc,1474,0.411,0.052,0.818,0.917,64
Gt61_Yekkgc,1475,0.109,0.315,0.266,0.897,64
HJzgJ9ZjvJk,1062,0.017,0.101,0.104,0.291,66
HJzgJ9ZjvJk,1068,0.027,0.03,0.988,0.99,66
HJzgJ9ZjvJk,1072,0.0,0.041,0.285,1.0,66
HJzgJ9ZjvJk,1096,0.405,0.145,0.736,0.983,66
HJzgJ9ZjvJk,1101,0.333,0.2,0.975,1.0,76
HJzgJ9ZjvJk,1166,0.15,0.361,0.476,0.817,66
HKjR70GCRPE,930,0.094,0.05,0.965,0.997,66
HKjR70GCRPE,981,0.128,0.195,0.236,0.938,66
HKjR70GCRPE,996,0.409,0.221,0.873,0.963,64
HKjR70GCRPE,997,0.061,0.099,0.705,0.921,76
HKjR70GCRPE,997,0.593,0.184,0.89,0.689,64
HKjR70GCRPE,998,0.033,0.16,0.832,0.97,76
HKjR70GCRPE,999,0.025,0.068,0.517,0.95,66
HKjR70GCRPE,999,0.076,0.057,0.424,0.378,66
HKjR70GCRPE,1022,0.12,0.101,0.928,0.981,64
HKjR70GCRPE,1179,0.47,0.246,0.815,0.904,66
HKjR70GCRPE,1181,0.286,0.237,0.662,0.766,66
HKjR70GCRPE,1183,0.538,0.175,0.824,0.987,66
HKjR70GCRPE,1204,0.101,0.529,0.356,0.99,66
HKjR70GCRPE,1243,0.29,0.15,0.504,0.639,64
HKjR70GCRPE,1243,0.29,0.15,0.504,0.639,76
HKjR70GCRPE,1243,0.412,0.254,0.673,0.808,64
HKjR70GCRPE,1244,0.294,0.413,0.431,0.835,64
HKjR70GCRPE,1246,0.252,0.409,0.376,0.747,64
HKjR70GCRPE,1247,0.53,0.266,0.987,1.0,66
HKjR70GCRPE,1249,0.341,0.142,0.597,0.363,64
HKjR70GCRPE,1249,0.482,0.138,0.569,0.247,64
HKjR70GCRPE,1250,0.342,0.166,0.435,0.344,64
HKjR70GCRPE,1251,0.26,0.173,0.337,0.331,66
HKjR70GCRPE,1251,0.32,0.137,0.439,0.4,64
HKjR70GCRPE,1251,0.32,0.137,0.439,0.4,76
HKjR70GCRPE,1252,0.259,0.167,0.583,0.657,64
HKjR70GCRPE,1252,0.259,0.167,0.583,0.657,76
HKjR70GCRPE,1253,0.188,0.153,0.407,0.681,76
HKjR70GCRPE,1262,0.147,0.237,0.543,0.78,66
HKjR70GCRPE,1263,0.211,0.26,0.498,0.765,76
HKjR70GCRPE,1266,0.109,0.25,0.511,0.817,66
HKjR70GCRPE,1272,0.528,0.125,0.972,0.973,66
HKjR70GCRPE,1574,0.472,0.088,0.892,0.977,64
HKjR70GCRPE,1589,0.356,0.176,0.553,0.799,66
HKjR70GCRPE,1590,0.505,0.12,0.817,0.99,66
HKjR70GCRPE,1601,0.501,0.121,0.801,0.982,66
HKjR70GCRPE,1602,0.496,0.135,0.807,0.975,66
HKjR70GCRPE,1645,0.46,0.316,0.593,0.741,66
HTYT2vF-j_w,956,0.125,0.202,0.915,0.996,66
HTYT2vF-j_w,1113,0.189,0.094,0.724,0.977,76
HTYT2vF-j_w,1119,0.018,0.009,0.478,0.991,64
HTYT2vF-j_w,1120,0.156,0.153,0.958,0.977,64
HTYT2vF-j_w,1120,0.156,0.153,0.958,0.977,76
HTYT2vF-j_w,1120,0.476,0.08,0.996,0.996,64
HTYT2vF-j_w,1121,0.01,0.052,0.706,0.996,64
HTYT2vF-j_w,1121,0.01,0.052,0.706,0.996,66
HTYT2vF-j_w,1122,0.018,0.029,0.509,0.978,64
HTYT2vF-j_w,1562,0.006,0.0,0.914,0.996,66
HTYT2vF-j_w,1572,0.121,0.026,0.716,0.968,66
HV0H6oc4Kvs,902,0.074,0.145,0.438,0.926,66
HV0H6oc4Kvs,903,0.303,0.105,0.464,0.697,66
HV0H6oc4Kvs,908,0.081,0.089,0.427,0.903,66
HV0H6oc4Kvs,909,0.069,0.119,0.404,0.918,66
HV0H6oc4Kvs,910,0.043,0.059,0.451,0.932,66
HV0H6oc4Kvs,910,0.277,0.048,0.459,0.659,66
HV0H6oc4Kvs,911,0.073,0.101,0.485,0.944,64
HV0H6oc4Kvs,911,0.073,0.101,0.485,0.944,66
HV0H6oc4Kvs,911,0.195,0.327,0.768,0.988,64
HV0H6oc4Kvs,912,0.174,0.098,0.432,0.832,66
HV0H6oc4Kvs,912,0.309,0.436,0.611,0.877,64
HV0H6oc4Kvs,913,0.187,0.095,0.362,0.841,66
HV0H6oc4Kvs,914,0.207,0.067,0.384,0.845,66
HV0H6oc4Kvs,915,0.393,0.17,0.475,0.435,76
HV0H6oc4Kvs,933,0.096,0.244,0.256,0.802,66
HV0H6oc4Kvs,934,0.101,0.272,0.233,0.767,66
HV0H6oc4Kvs,940,0.352,0.244,0.502,0.824,66
HV0H6oc4Kvs,941,0.365,0.203,0.517,0.846,66
HV0H6oc4Kvs,942,0.415,0.218,0.548,0.903,66
HV0H6oc4Kvs,943,0.454,0.263,0.597,0.936,66
HV0H6oc4Kvs,944,0.371,0.248,0.589,0.977,66
HV0H6oc4Kvs,945,0.459,0.242,0.592,0.974,66
HV0H6oc4Kvs,965,0.252,0.225,0.55,0.993,66
HV0H6oc4Kvs,993,0.6,0.054,0.81,0.945,66
HV0H6oc4Kvs,998,0.641,0.026,0.819,0.923,66
HV0H6oc4Kvs,1029,0.238,0.199,0.469,0.872,64
HV0H6oc4Kvs,1035,0.465,0.172,0.939,0.951,66
HV0H6oc4Kvs,1076,0.188,0.244,0.58,0.981,66
HV0H6oc4Kvs,1470,0.458,0.005,0.98,0.995,66
HV0H6oc4Kvs,1676,0.432,0.067,0.74,0.995,66
Hi8QeP_VPu0,1445,0.296,0.231,0.426,0.983,66
Hi8QeP_VPu0,1569,0.29,0.352,0.397,0.961,66
Hi8QeP_VPu0,1574,0.428,0.348,0.548,0.94,66
Hi8QeP_VPu0,1575,0.478,0.334,0.606,0.968,66
Hi8QeP_VPu0,1576,0.487,0.328,0.583,0.874,66
Hi8QeP_VPu0,1789,0.052,0.018,0.689,0.998,66
Hi8QeP_VPu0,1791,0.162,0.071,0.612,0.982,66
Hi8QeP_VPu0,1793,0.244,0.117,0.61,0.982,66
Hi8QeP_VPu0,1795,0.185,0.043,0.625,0.976,66
Hi8QeP_VPu0,1796,0.163,0.004,0.607,0.988,66
HymKCzQJbB8,1007,0.0,0.112,0.681,1.0,64
HymKCzQJbB8,1008,0.02,0.113,0.64,0.989,64
HymKCzQJbB8,1009,0.347,0.447,0.603,0.966,64
HymKCzQJbB8,1013,0.267,0.282,0.65,0.995,64
HymKCzQJbB8,1018,0.118,0.023,0.964,0.975,64
HymKCzQJbB8,1019,0.247,0.069,1.0,1.0,64
HymKCzQJbB8,1020,0.051,0.163,0.618,0.979,64
HymKCzQJbB8,1020,0.373,0.071,0.992,0.984,64
HymKCzQJbB8,1021,0.278,0.068,1.0,0.999,64
HymKCzQJbB8,1032,0.569,0.245,0.811,0.784,64
HymKCzQJbB8,1035,0.432,0.107,0.546,0.683,64
HymKCzQJbB8,1035,0.622,0.122,0.731,0.643,64
HymKCzQJbB8,1036,0.315,0.0,0.947,0.992,64
HymKCzQJbB8,1037,0.301,0.014,0.66,0.984,64
HymKCzQJbB8,1037,0.541,0.4,0.787,0.978,64
HymKCzQJbB8,1038,0.069,0.03,0.658,0.994,64
HymKCzQJbB8,1040,0.372,0.0,0.947,0.96,64
HymKCzQJbB8,1041,0.193,0.052,0.849,0.924,64
HymKCzQJbB8,1042,0.424,0.091,0.926,0.981,64
HymKCzQJbB8,1044,0.104,0.131,0.944,0.975,64
HymKCzQJbB8,1047,0.174,0.124,0.914,0.974,64
HymKCzQJbB8,1064,0.442,0.078,1.0,0.993,64
HymKCzQJbB8,1065,0.28,0.029,1.0,0.984,64
HymKCzQJbB8,1070,0.272,0.047,0.835,0.977,64
HymKCzQJbB8,1071,0.516,0.105,0.867,0.973,64
HymKCzQJbB8,1073,0.154,0.161,0.346,0.81,76
HymKCzQJbB8,1075,0.332,0.001,1.0,0.988,66
HymKCzQJbB8,1344,0.021,0.071,0.524,0.95,64
HymKCzQJbB8,1453,0.025,0.0,0.763,0.981,64
HymKCzQJbB8,1454,0.299,0.016,1.0,0.99,64
HymKCzQJbB8,1516,0.3,0.168,0.61,0.957,64
HymKCzQJbB8,1517,0.35,0.119,0.62,0.488,64
HymKCzQJbB8,1517,0.35,0.119,0.62,0.488,66
HymKCzQJbB8,1518,0.485,0.03,0.998,0.981,64
HymKCzQJbB8,1520,0.107,0.258,0.995,0.985,64
HymKCzQJbB8,1522,0.022,0.096,1.0,0.968,64
HymKCzQJbB8,1522,0.022,0.096,1.0,0.968,66
HymKCzQJbB8,1523,0.205,0.084,0.608,0.96,66
HymKCzQJbB8,1524,0.181,0.056,0.675,0.988,76
I8j6Xq2B5ys,1162,0.576,0.006,1.0,0.985,64
I8j6Xq2B5ys,1163,0.618,0.178,0.993,0.972,64
I8j6Xq2B5ys,1174,0.125,0.08,0.9,0.95,64
I8j6Xq2B5ys,1175,0.155,0.195,0.342,0.805,64
I8j6Xq2B5ys,1189,0.485,0.426,0.851,0.933,64
I8j6Xq2B5ys,1190,0.421,0.224,0.979,0.952,64
I8j6Xq2B5ys,1191,0.017,0.334,0.307,0.952,64
I8j6Xq2B5ys,1191,0.394,0.26,0.981,0.874,64
I8j6Xq2B5ys,1192,0.022,0.308,0.554,0.96,64
I8j6Xq2B5ys,1192,0.655,0.369,0.988,0.84,64
I8j6Xq2B5ys,1203,0.175,0.243,0.964,0.93,64
I8j6Xq2B5ys,1204,0.483,0.106,0.999,0.989,64
I8j6Xq2B5ys,1205,0.435,0.032,0.972,0.923,64
I8j6Xq2B5ys,1206,0.008,0.146,0.188,0.995,64
I8j6Xq2B5ys,1209,0.024,0.283,0.299,0.962,64
I8j6Xq2B5ys,1209,0.296,0.057,0.811,0.985,64
I8j6Xq2B5ys,1210,0.01,0.319,0.468,0.984,64
I8j6Xq2B5ys,1211,0.006,0.305,0.462,0.998,64
I8j6Xq2B5ys,1212,0.119,0.204,0.484,0.885,64
I8j6Xq2B5ys,1212,0.42,0.053,1.0,0.965,64
I8j6Xq2B5ys,1213,0.065,0.06,0.908,0.943,64
I8j6Xq2B5ys,1214,0.054,0.32,0.565,0.982,64
I8j6Xq2B5ys,1221,0.148,0.371,0.497,0.949,64
I8j6Xq2B5ys,1221,0.464,0.201,0.939,0.967,64
I8j6Xq2B5ys,1222,0.009,0.231,0.432,0.963,64
I8j6Xq2B5ys,1223,0.041,0.0,0.851,0.981,64
I8j6Xq2B5ys,1230,0.002,0.121,0.727,0.954,64
I8j6Xq2B5ys,1232,0.153,0.252,0.954,0.906,64
I8j6Xq2B5ys,1253,0.311,0.458,0.509,0.839,64
I8j6Xq2B5ys,1255,0.168,0.439,0.428,0.792,64
I8j6Xq2B5ys,1257,0.335,0.461,0.502,0.699,64
I8j6Xq2B5ys,1258,0.191,0.233,0.374,0.746,64
I8j6Xq2B5ys,1258,0.353,0.281,0.537,0.676,64
I8j6Xq2B5ys,1259,0.176,0.302,0.399,0.762,64
I8j6Xq2B5ys,1259,0.361,0.232,0.488,0.692,64
I8j6Xq2B5ys,1260,0.141,0.201,0.396,0.752,64
I8j6Xq2B5ys,1260,0.474,0.316,0.618,0.704,64
I8j6Xq2B5ys,1261,0.377,0.257,0.599,0.682,64
I8j6Xq2B5ys,1264,0.142,0.149,0.385,0.701,64
I8j6Xq2B5ys,1265,0.139,0.153,0.297,0.667,64
I8j6Xq2B5ys,1265,0.242,0.579,0.459,0.782,64
I8j6Xq2B5ys,1266,0.077,0.146,0.275,0.7,64
I8j6Xq2B5ys,1266,0.254,0.531,0.662,0.801,64
I8j6Xq2B5ys,1267,0.142,0.367,0.353,0.75,64
I8j6Xq2B5ys,1267,0.175,0.522,0.596,0.814,64
I8j6Xq2B5ys,1268,0.135,0.033,0.631,0.978,64
I8j6Xq2B5ys,1276,0.258,0.427,0.457,0.976,64
I8j6Xq2B5ys,1276,0.41,0.388,0.711,0.96,64
I8j6Xq2B5ys,1277,0.249,0.513,0.465,0.976,64
I8j6Xq2B5ys,1277,0.395,0.416,0.721,0.965,64
I8j6Xq2B5ys,1278,0.262,0.434,0.49,0.966,64
I8j6Xq2B5ys,1278,0.389,0.439,0.605,0.893,64
I8j6Xq2B5ys,1279,0.318,0.445,0.531,0.961,64
I8j6Xq2B5ys,1280,0.342,0.372,0.703,0.888,64
I8j6Xq2B5ys,1281,0.196,0.398,0.49,0.772,64
I8j6Xq2B5ys,1282,0.447,0.346,0.675,0.961,64
I8j6Xq2B5ys,1283,0.163,0.347,0.374,0.824,64
IKdBLciu_-A,1003,0.401,0.397,0.61,0.978,66
IKdBLciu_-A,1004,0.352,0.311,0.654,0.998,66
IKdBLciu_-A,1171,0.39,0.271,0.662,0.935,64
IKdBLciu_-A,1172,0.474,0.195,0.865,0.942,64
IKdBLciu_-A,1173,0.564,0.227,0.938,0.992,64
IKdBLciu_-A,1251,0.349,0.182,0.722,0.983,66
IKdBLciu_-A,1322,0.205,0.194,0.95,0.993,66
IKdBLciu_-A,1331,0.276,0.243,0.981,0.991,66
IKdBLciu_-A,1332,0.007,0.026,0.588,0.981,66
IKdBLciu_-A,1548,0.119,0.206,0.855,0.997,64
IKdBLciu_-A,1549,0.0,0.355,0.438,0.996,64
IKdBLciu_-A,1550,0.128,0.225,0.518,0.985,64
IKdBLciu_-A,1550,0.412,0.282,0.789,0.985,64
IKdBLciu_-A,1551,0.275,0.043,0.952,0.992,64
IKdBLciu_-A,1552,0.749,0.006,0.999,0.968,64
IKdBLciu_-A,1608,0.007,0.042,0.783,0.992,76
IKdBLciu_-A,1609,0.146,0.174,0.754,0.996,66
IKdBLciu_-A,1668,0.57,0.057,1.0,1.0,76
IKdBLciu_-A,1684,0.491,0.038,0.992,0.985,76
IKdBLciu_-A,1711,0.123,0.192,0.491,0.987,76
IKdBLciu_-A,1729,0.028,0.022,0.727,0.976,64
IKdBLciu_-A,1729,0.627,0.103,0.891,0.974,64
IKdBLciu_-A,1730,0.282,0.042,0.941,1.0,64
IKdBLciu_-A,1730,0.702,0.078,0.999,0.855,64
IKdBLciu_-A,1754,0.249,0.0,0.997,0.998,64
IKdBLciu_-A,1761,0.175,0.024,0.979,0.995,64
IKdBLciu_-A,1764,0.173,0.126,0.468,0.521,66
IKdBLciu_-A,1764,0.313,0.078,0.752,0.983,64
IKdBLciu_-A,1765,0.264,0.008,1.0,0.965,64
IKdBLciu_-A,1766,0.143,0.0,0.996,0.954,64
IKdBLciu_-A,1773,0.049,0.132,0.96,1.0,64
IKdBLciu_-A,1774,0.475,0.0,0.997,0.98,64
IKdBLciu_-A,1779,0.004,0.131,0.391,1.0,64
IKdBLciu_-A,1780,0.051,0.008,0.413,1.0,64
IKdBLciu_-A,1781,0.092,0.266,0.945,0.923,64
IKdBLciu_-A,1782,0.097,0.0,0.965,0.917,64
Ie35yEssHko,927,0.0,0.182,0.424,0.636,66
Ie35yEssHko,941,0.1,0.141,0.368,0.974,66
Ie35yEssHko,1620,0.509,0.478,0.613,0.866,66
IuPC-z-M9u8,1454,0.027,0.0,0.461,0.945,66
IuPC-z-M9u8,1473,0.01,0.025,0.583,0.931,66
IuPC-z-M9u8,1490,0.0,0.079,0.619,0.953,66
IuPC-z-M9u8,1670,0.24,0.075,0.61,0.91,66
J1jDc2rTJlg,1097,0.103,0.178,0.558,0.992,66
J1jDc2rTJlg,1097,0.521,0.325,1.0,0.965,66
J1jDc2rTJlg,1106,0.312,0.699,0.451,0.978,66
J1jDc2rTJlg,1108,0.312,0.136,0.957,0.966,64
J1jDc2rTJlg,1109,0.061,0.145,0.329,0.998,64
J1jDc2rTJlg,1117,0.002,0.133,0.162,0.523,64
J1jDc2rTJlg,1117,0.31,0.038,0.906,0.969,64
J1jDc2rTJlg,1118,0.319,0.088,0.987,1.0,64
J1jDc2rTJlg,1123,0.491,0.259,0.614,0.597,64
J1jDc2rTJlg,1123,0.548,0.203,0.59,0.308,64
J1jDc2rTJlg,1124,0.541,0.25,0.646,0.608,64
J1jDc2rTJlg,1124,0.541,0.25,0.646,0.608,66
J1jDc2rTJlg,1125,0.498,0.232,0.591,0.604,64
J1jDc2rTJlg,1126,0.433,0.212,0.518,0.55,64
J1jDc2rTJlg,1126,0.433,0.212,0.518,0.55,76
J1jDc2rTJlg,1127,0.466,0.167,0.53,0.472,66
